pmid,doi,pmcid,title,authors_first,authors_last,journal,journal_iso,year,month,volume,issue,pages,citation_count,influential_citations,source_api,is_preprint,is_retracted,themes,theme_primary,relevance_score,priority_tier,notes
29440622,10.1042/CS20171521,PMC6365648,Short-term early exposure to thirdhand cigarette smoke increases lung cancer incidence in mice.,Hang,Snijders,"Clinical science (London, England : 1979)",Clin Sci (Lond),2018,2,132,4,475-488,0,0,pubmed,False,True,theme_06; theme_07,theme_07,0.14,C,
27733164,10.1186/s12957-016-0980-8,PMC5062829,Diagnostic and prognostic value of plasma microRNA-195 in patients with non-small cell lung cancer.,Su,Hao,World journal of surgical oncology,World J Surg Oncol,2016,8,14,1,224,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
28656198,10.3892/mmr.2017.6841,,miR-202 functions as a tumor suppressor in non-small cell lung cancer by targeting STAT3.,Zhao,Lv,Molecular medicine reports,Mol Med Rep,2017,8,16,2,2281-2289,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
29630731,10.1002/jcp.26543,PMC6001572,Long non-coding RNA SNHG15 promotes CDK14 expression via miR-486 to accelerate non-small cell lung cancer cells progression and metastasis.,Jin,Li,Journal of cellular physiology,J Cell Physiol,2018,9,233,9,7164-7172,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
29693289,10.1002/jcb.26894,,LncRNA ATB promotes proliferation and metastasis in A549 cells by down-regulation of microRNA-494.,Cao,Guo,Journal of cellular biochemistry,J Cell Biochem,2018,8,119,8,6935-6942,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
30254102,10.1042/BSR20180941,PMC6328883,Long non-coding RNA SNHG14 exerts oncogenic functions in non-small cell lung cancer through acting as an miR-340 sponge.,Zhang,Lu,Bioscience reports,Biosci Rep,2019,1,39,1,,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
30537738,10.1159/000495876,,Circular RNA circPVT1 Promotes Proliferation and Invasion Through Sponging miR-125b and Activating E2F2 Signaling in Non-Small Cell Lung Cancer.,Li,Gao,"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology",Cell Physiol Biochem,2018,0,51,5,2324-2340,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
30720173,10.26355/eurrev_201901_16879,,Reduced miR-363-3p expression in non-small cell lung cancer is associated with gemcitabine resistance via targeting of CUL4A.,Bian,Chen,European review for medical and pharmacological sciences,Eur Rev Med Pharmacol Sci,2019,1,23,2,649-659,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
30942425,10.3892/ijo.2019.4765,,miR‑802 inhibits the aggressive behaviors of non‑small cell lung cancer cells by directly targeting FGFR1.,Zhang,Li,International journal of oncology,Int J Oncol,2019,6,54,6,2211-2221,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
31076544,10.1042/BSR20182433,PMC6549085,Up-regulated circular RNA VANGL1 contributes to progression of non-small cell lung cancer through inhibition of miR-195 and activation of Bcl-2.,Wang,Zhang,Bioscience reports,Biosci Rep,2019,6,39,6,,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
31298331,10.26355/eurrev_201907_18318,,Long non-coding RNA MIAT promotes non-small cell lung cancer progression by sponging miR-1246.,Lin,Zhang,European review for medical and pharmacological sciences,Eur Rev Med Pharmacol Sci,2019,7,23,13,5795-5801,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
31378892,10.26355/eurrev_201908_18537,,Long non-coding RNA OR3A4 is associated with poor prognosis of human non-small cell lung cancer and regulates cell proliferation via up-regulating SOX4.,Zhong,Yu,European review for medical and pharmacological sciences,Eur Rev Med Pharmacol Sci,2019,8,23,15,6524-6530,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
31661137,10.3892/mmr.2019.10776,PMC6854539,miR‑593 inhibits proliferation and invasion and promotes apoptosis in non‑small cell lung cancer cells by targeting SLUG‑associated signaling pathways.,Wei,Zhou,Molecular medicine reports,Mol Med Rep,2019,12,20,6,5172-5182,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
31811854,10.1016/j.lfs.2019.117134,,linc01088 promotes cell proliferation by scaffolding EZH2 and repressing p21 in human non-small cell lung cancer.,Liu,Zhong,Life sciences,Life Sci,2020,1,241,,117134,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
32293004,10.1042/BSR20194237,PMC7199450,Circular RNA hsa_circ_0072309 inhibits non-small cell lung cancer progression by sponging miR-580-3p.,Pang,Wang,Bioscience reports,Biosci Rep,2020,5,40,5,,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
32329852,10.26355/eurrev_202004_20839,,CircRNA EPB41L2 inhibits tumorigenicity of lung adenocarcinoma through regulating CDH4 by miR-211-5p.,Zhang,Zhang,European review for medical and pharmacological sciences,Eur Rev Med Pharmacol Sci,2020,4,24,7,3749-3760,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
33302819,10.1177/1533033820977546,PMC7734482,microRNA-195 Promotes Small Cell Lung Cancer Cell Apoptosis via Inhibiting Rap2C Protein-Dependent MAPK Signal Transduction.,Tong,Zhang,Technology in cancer research & treatment,Technol Cancer Res Treat,2020,0,19,,1533033820977546,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
33550957,10.1177/1533033821990007,PMC7876571,Silencing of Long Non-Coding RNA FGD5-AS1 Inhibits the Progression of Non-Small Cell Lung Cancer by Regulating the miR-493-5p/DDX5 Axis.,Cui,Meng,Technology in cancer research & treatment,Technol Cancer Res Treat,2021,0,20,,1533033821990007,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
33589592,10.1038/s41419-021-03472-7,PMC7884777,Circular RNA circ_103820 suppresses lung cancer tumorigenesis by sponging miR-200b-3p to release LATS2 and SOCS6.,Chi,Jin,Cell death & disease,Cell Death Dis,2021,2,12,2,185,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
34496829,10.1186/s12890-021-01657-6,PMC8425021,LncRNA LINC00520 aggravates cell proliferation and migration in lung adenocarcinoma via a positive feedback loop.,Huang,Xu,BMC pulmonary medicine,BMC Pulm Med,2021,9,21,1,287,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
34709968,10.1080/21655979.2021.1997223,PMC8805859,Circular RNA SOX13 promotes malignant behavior and cisplatin resistance in non-small cell lung cancer through targeting microRNA-3194-3p/microtubule-associated protein RP/EB family member 1.,Zhang,Bu,Bioengineered,Bioengineered,2022,1,13,1,1814-1827,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
35000535,10.1080/21655979.2021.2020390,PMC8805965,"Circ_0017639 facilitates proliferative, migratory, and invasive potential of non-small cell lung cancer (NSCLC) cells via PI3K/AKT signaling pathway.",Zhang,Zhang,Bioengineered,Bioengineered,2022,1,13,1,1590-1601,0,0,pubmed,False,True,theme_08,theme_08,0.14,C,
29295721,10.3727/096504017X15144755633680,PMC7844745,Downregulation of MicroRNA-135 Promotes Sensitivity of Non-Small Cell Lung Cancer to Gefitinib by Targeting TRIM16.,Wang,Zhang,Oncology research,Oncol Res,2018,8,26,7,1005-1014,0,0,pubmed,False,True,theme_09,theme_09,0.14,C,
17906199,10.1200/JCO.2007.11.0593,,Pharmacogenomic strategies provide a rational approach to the treatment of cisplatin-resistant patients with advanced cancer.,Hsu,Potti,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,J Clin Oncol,2007,10,25,28,4350-7,0,0,pubmed,False,True,theme_11,theme_11,0.14,C,
35251294,10.1155/2022/1475871,PMC8896944,The Efficacy and Safety of Anlotinib Alone and in Combination with Other Drugs in Advanced Lung Cancer: A Retrospective Cohort Study.,Li,Cen,Computational and mathematical methods in medicine,Comput Math Methods Med,2022,0,2022,,1475871,0,0,pubmed,False,True,theme_11,theme_11,0.14,C,
38563455,10.1002/tox.24270,,RETRACTED: Development of gene panel for predicting recurrence in early-stage cervical cancer patients.,Ma,Zhu,Environmental toxicology,Environ Toxicol,2025,5,40,5,E44-E58,0,0,pubmed,False,True,theme_02; theme_04,theme_02,0.13,C,
35996715,10.1155/2022/8426384,PMC9392629,Expression and Clinical Significance of HER2 Gene and DNMT1 in Non-Small-Cell Lung Cancer.,Diao,Huang,Disease markers,Dis Markers,2022,0,2022,,8426384,0,0,pubmed,False,True,theme_01,theme_01,0.12000000000000001,C,
15756262,10.1038/sj.bjc.6602376,PMC2361924,Aberrant methylation of SPARC in human lung cancers.,Suzuki,Gazdar,British journal of cancer,Br J Cancer,2005,3,92,5,942-8,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
25575814,10.18632/oncotarget.2804,PMC4381602,MIG-7 and phosphorylated prohibitin coordinately regulate lung cancer invasion/metastasis.,Ho,Liang,Oncotarget,Oncotarget,2015,1,6,1,381-93,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
25607827,10.3892/mmr.2015.3222,,Decreased microRNA-132 and its function in human non-small cell lung cancer.,Liu,Cui,Molecular medicine reports,Mol Med Rep,2015,5,11,5,3601-8,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
25812923,10.3892/ijmm.2015.2147,,Systemic delivery of synthetic microRNA-451 is an effective therapeutic strategy for the treatment of lung cancer.,Lou,Zhou,International journal of molecular medicine,Int J Mol Med,2015,5,35,5,1369-73,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
27364335,10.1186/s13046-016-0382-3,PMC4929777,MicroRNA-130b promotes lung cancer progression via PPARγ/VEGF-A/BCL-2-mediated suppression of apoptosis.,Tian,Bai,Journal of experimental & clinical cancer research : CR,J Exp Clin Cancer Res,2016,7,35,1,105,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
29602129,10.1016/j.biopha.2018.03.017,,Sanyang Xuedai enhances the radiosensitivity of human non-small cell lung cancer cells via increasing iNOS/NO production.,Wang,Liu,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,Biomed Pharmacother,2018,6,102,,618-625,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
30010468,10.1080/15384101.2018.1496745,PMC6133316,The lncRNA RHPN1-AS1 downregulation promotes gefitinib resistance by targeting miR-299-3p/TNFSF12 pathway in NSCLC.,Li,Xu,"Cell cycle (Georgetown, Tex.)",Cell Cycle,2018,0,17,14,1772-1783,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
31064819,10.1042/BSR20190283,PMC6542977,Long noncoding RNA HOXA-AS2 promotes non-small cell lung cancer progression by regulating miR-520a-3p.,Liu,Yang,Bioscience reports,Biosci Rep,2019,5,39,5,,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
31902794,10.18632/aging.102628,PMC6977701,Long noncoding RNA VPS9D1-AS1 augments the malignant phenotype of non-small cell lung cancer by sponging microRNA-532-3p and thereby enhancing HMGA2 expression.,Han,Han,Aging,Aging (Albany NY),2020,1,12,1,370-386,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
31944395,10.1002/jcla.23195,PMC7246390,Circular RNA SMARCA5 may serve as a tumor suppressor in non-small cell lung cancer.,Tong,Tong,Journal of clinical laboratory analysis,J Clin Lab Anal,2020,5,34,5,e23195,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
32611283,10.1177/1724600820938385,,"Over-expression of long non-coding RNA ZEB2-AS1 may predict poor prognosis and promote the migration, invasion, and epithelial-mesenchymal transition of tumor cells in non-small cell lung cancer.",Xu,Xi,The International journal of biological markers,Int J Biol Markers,2020,9,35,3,29-35,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
32646340,10.1080/15384101.2020.1786649,PMC7469555,Circular RNA circDLGAP4 is involved in lung cancer development through modulating microRNA-143/CDK1 axis.,Wang,Zhang,"Cell cycle (Georgetown, Tex.)",Cell Cycle,2020,8,19,16,2007-2017,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
32666646,10.1002/jcla.23338,PMC7439352,Value of circular RNA 0007385 in disease monitoring and prognosis estimation in non-small-cell lung cancer patients.,Lin,Lan,Journal of clinical laboratory analysis,J Clin Lab Anal,2020,8,34,8,e23338,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
33104396,10.1177/1073274820964783,PMC7791460,Diagnostic Valuation of Serum miR-184 and miR-191 in Patients With Non-Small-Cell Lung Cancer.,Ding,Zhao,Cancer control : journal of the Moffitt Cancer Center,Cancer Control,2020,0,27,1,1073274820964783,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
33760213,10.3892/or.2021.8023,PMC8020207,Tissue-specific transplantation antigen P35B functions as an oncogene and is regulated by microRNA-125a-5p in lung cancer.,Gao,Li,Oncology reports,Oncol Rep,2021,5,45,5,,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
34956399,10.1155/2021/5005459,PMC8702347,Protumor Effects of Histone H3-H4 Chaperone Antisilencing Feature 1B Gene on Lung Adenocarcinoma: In Silico and In Vitro Analyses.,Wu,Jie,Computational and mathematical methods in medicine,Comput Math Methods Med,2021,0,2021,,5005459,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
35496045,10.1155/2022/4541918,PMC9042616,Mechanism of RNA circHIPK3 Involved in Resistance of Lung Cancer Cells to Gefitinib.,Zhao,Qi,BioMed research international,Biomed Res Int,2022,0,2022,,4541918,0,0,pubmed,False,True,theme_08,theme_08,0.12000000000000001,C,
30178279,10.1007/s13346-018-0575-8,,"A facile approach for fabricating CD44-targeted delivery of hyaluronic acid-functionalized PCL nanoparticles in urethane-induced lung cancer: Bcl-2, MMP-9, caspase-9, and BAX as potential markers.",Parashar,Saraf,Drug delivery and translational research,Drug Deliv Transl Res,2019,2,9,1,37-52,0,0,pubmed,False,True,theme_10,theme_10,0.12000000000000001,C,
31004362,10.1002/jcp.28679,,9za plays cytotoxic and proapoptotic roles and induces cytoprotective autophagy through the PDK1/Akt/mTOR axis in non-small-cell lung cancer.,Liu,Liu,Journal of cellular physiology,J Cell Physiol,2019,11,234,11,20728-20741,0,0,pubmed,False,True,theme_11,theme_11,0.12000000000000001,C,
34306252,10.1155/2021/4304507,PMC8263223,The Mechanism of Xiaoyao San in the Treatment of Ovarian Cancer by Network Pharmacology and the Effect of Stigmasterol on the PI3K/Akt Pathway.,Li,Zhang,Disease markers,Dis Markers,2021,0,2021,,4304507,0,0,pubmed,False,True,theme_11,theme_11,0.12000000000000001,C,
34603482,10.1155/2021/1951364,PMC8481052,The Role of Change Rates of CYFRA21-1 and CEA in Predicting Chemotherapy Efficacy for Non-Small-Cell Lung Cancer.,Zhao,Chen,Computational and mathematical methods in medicine,Comput Math Methods Med,2021,0,2021,,1951364,0,0,pubmed,False,True,theme_11,theme_11,0.12000000000000001,C,
34604388,10.1155/2021/9921195,PMC8483911,A Computational Framework to Identify Transcriptional and Network Differences between Hepatocellular Carcinoma and Normal Liver Tissue and Their Applications in Repositioning Drugs.,Hu,Zeng,BioMed research international,Biomed Res Int,2021,0,2021,,9921195,0,0,pubmed,False,True,theme_11,theme_11,0.12000000000000001,C,
35154614,10.1155/2021/9780677,PMC8837426,Network Pharmacology Analysis on the Mechanism of Huangqi Sijunzi Decoction in Treating Cancer-Related Fatigue.,Cui,Zhang,Journal of healthcare engineering,J Healthc Eng,2021,0,2021,,9780677,0,0,pubmed,False,True,theme_11,theme_11,0.12000000000000001,C,
35607647,10.1155/2022/3049619,PMC9124071,Prognostic Value of Immunotyping Combined with Targeted Therapy in Patients with Non-Small-Cell Lung Cancer and Establishment of Nomogram Model.,Tian,Tian,Computational and mathematical methods in medicine,Comput Math Methods Med,2022,0,2022,,3049619,0,0,pubmed,False,True,theme_11,theme_11,0.12000000000000001,C,
35720901,10.1155/2022/7102500,PMC9205703,Network Pharmacology-Based Strategy to Investigate the Mechanisms of Lenvatinib in the Treatment of Hepatocellular Carcinoma.,Liu,Wang,Computational intelligence and neuroscience,Comput Intell Neurosci,2022,0,2022,,7102500,0,0,pubmed,False,True,theme_11,theme_11,0.12000000000000001,C,
35872943,10.1155/2022/9422902,PMC9303128,"Effects of Bevacizumab Combined with Chemotherapy on CT, CyFRA21-1, and ProGRP and Prognosis of Lung Cancer Patients under Nursing Intervention.",Xi,Wang,Computational and mathematical methods in medicine,Comput Math Methods Med,2022,0,2022,,9422902,0,0,pubmed,False,True,theme_11,theme_11,0.12000000000000001,C,
36033553,10.1155/2022/9498109,PMC9410815,Study on the Mechanism of Xiaotan Sanjie Recipe in the Treatment of Colon Cancer Based on Network Pharmacology.,Wang,Ye,BioMed research international,Biomed Res Int,2022,0,2022,,9498109,0,0,pubmed,False,True,theme_11,theme_11,0.12000000000000001,C,
36062197,10.1155/2022/2896049,PMC9428684,"Network Pharmacology, Molecular Docking, and Experimental Validation to Unveil the Molecular Targets and Mechanisms of Compound Fuling Granule to Treat Ovarian Cancer.",Li,Tao,Oxidative medicine and cellular longevity,Oxid Med Cell Longev,2022,0,2022,,2896049,0,0,pubmed,False,True,theme_11,theme_11,0.12000000000000001,C,
33442382,10.3389/fphar.2020.572616,PMC7797776,Paeonol Suppresses Proliferation and Motility of Non-Small-Cell Lung Cancer Cells by Disrupting STAT3/NF-κB Signaling.,Zhang,Shen,Frontiers in pharmacology,Front Pharmacol,2020,0,11,,572616,0,0,pubmed,False,True,theme_12,theme_12,0.12000000000000001,C,
39397480,10.1177/09603271241292169,,LncRNA-NEAT1 facilitates autophagy to boost pemetrexed resistance in lung adenocarcinoma via the mir-379-3p/HIF1A pathway.,Hu,Liu,Human & experimental toxicology,Hum Exp Toxicol,2024,0,43,,9603271241292169,0,0,pubmed,False,True,theme_01,theme_01,0.11,C,
39582330,10.1080/07853890.2024.2430029,PMC11590188,Exosomal long non-coding RNA-LINC00839 promotes lung adenocarcinoma progression by activating NF-κB signaling pathway.,Sun,Hu,Annals of medicine,Ann Med,2024,12,56,1,2430029,0,0,pubmed,False,True,theme_01,theme_01,0.11,C,
26950071,10.1371/journal.pone.0150790,PMC4780832,"Long Noncoding RNA RGMB-AS1 Indicates a Poor Prognosis and Modulates Cell Proliferation, Migration and Invasion in Lung Adenocarcinoma.",Li,Zhao,PloS one,PLoS One,2016,0,11,3,e0150790,0,0,pubmed,False,True,theme_08,theme_08,0.11,C,
37014493,10.1007/s10142-023-01026-y,,Breast cancer prognosis and immunological characteristics are predicted using the m6A/m5C/m1A/m7G-related long noncoding RNA signature.,Zhang,Liu,Functional & integrative genomics,Funct Integr Genomics,2023,4,23,2,117,0,0,pubmed,False,True,theme_09,theme_09,0.11,C,
31692047,10.1002/jcb.29476,,Long noncoding RNA ZFPM2-AS1 is involved in lung adenocarcinoma via miR-511-3p/AFF4 pathway.,Li,Shi,Journal of cellular biochemistry,J Cell Biochem,2020,3,121,3,2534-2542,0,0,pubmed,False,True,theme_01,theme_01,0.1,C,
29673878,10.1016/j.biocel.2018.04.014,,RETRACTED: Down-regulation of miR-373 increases the radiosensitivity of lung cancer cells by targeting TIMP2.,Guo,Xu,The international journal of biochemistry & cell biology,Int J Biochem Cell Biol,2018,6,99,,203-210,0,0,pubmed,False,True,theme_08,theme_08,0.1,C,
29958139,10.1016/j.biopha.2018.06.073,,RETRACTED: Long noncoding RNA HOXD-AS1 promotes non-small cell lung cancer migration and invasion through regulating miR-133b/MMP9 axis.,Xia,Lv,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,Biomed Pharmacother,2018,10,106,,156-162,0,0,pubmed,False,True,theme_08,theme_08,0.1,C,
35035814,10.1155/2022/2373580,PMC8758255,circRNA LDLRAD3 Enhances the Malignant Behaviors of NSCLC Cells via the miR-20a-5p-SLC7A5 Axis Activating the mTORC1 Signaling Pathway.,Li,Hou,Journal of healthcare engineering,J Healthc Eng,2022,0,2022,,2373580,0,0,pubmed,False,True,theme_08,theme_08,0.1,C,
34840695,10.1155/2021/3001131,PMC8626172,Network Pharmacology-Based Study on the Active Component and Mechanism of the Anti-Gastric-Cancer Effect of Herba Sarcandrae.,Han,Han,Journal of healthcare engineering,J Healthc Eng,2021,0,2021,,3001131,0,0,pubmed,False,True,theme_11,theme_11,0.1,C,
35003325,10.1155/2021/7667707,PMC8741376,Network Pharmacology-Based Study on the Active Component and Mechanism of the Anti-Non-Invasive and Invasive Bladder Urothelial Carcinoma Effects of Zhuling Jisheng Decoction.,Ma,Deng,Computational and mathematical methods in medicine,Comput Math Methods Med,2021,0,2021,,7667707,0,0,pubmed,False,True,theme_11,theme_11,0.1,C,
36118824,10.1155/2022/4640849,PMC9477627,Identification of Molecular Targets and Underlying Mechanisms of Xiaoji Recipe against Pancreatic Cancer Based on Network Pharmacology.,Xia,Zhu,Computational and mathematical methods in medicine,Comput Math Methods Med,2022,0,2022,,4640849,0,0,pubmed,False,True,theme_11,theme_11,0.1,C,
38174951,10.1002/tox.24105,,Integrated RNA expression and alternative polyadenylation analysis identified CPSF1-CCDC137 oncogenic axis in lung adenocarcinoma.,Xudong,Gaofeng,Environmental toxicology,Environ Toxicol,2024,4,39,4,2405-2416,0,0,pubmed,False,True,theme_01,theme_01,0.09,C,
34335864,10.1155/2021/7074343,PMC8321761,miR-182-5p Serves as an Oncogene in Lung Adenocarcinoma through Binding to STARD13.,Wu,Liu,Computational and mathematical methods in medicine,Comput Math Methods Med,2021,0,2021,,7074343,0,0,pubmed,False,True,theme_01,theme_01,0.08,C,
35770126,10.1155/2022/2702328,PMC9236785,A Novel Approach to Predict Brain Cancerous Tumor Using Transfer Learning.,Khan,Algethami,Computational and mathematical methods in medicine,Comput Math Methods Med,2022,0,2022,,2702328,0,0,pubmed,False,True,theme_04,theme_04,0.08,C,
35155685,10.1155/2022/1178874,PMC8824725,A Novel In Situ Dendritic Cell Vaccine Triggered by Rose Bengal Enhances Adaptive Antitumour Immunity.,Zhang,Wu,Journal of immunology research,J Immunol Res,2022,0,2022,,1178874,0,0,pubmed,False,True,theme_09,theme_09,0.08,C,
36845013,10.1155/2023/9155944,PMC9946749,Identification of Clinical Prognostic Regulators and Analysis of Ferroptosis-Related Signatures in the Tumor Immune Microenvironment in Lung Squamous Cell Carcinoma.,Wang,Zhao,Disease markers,Dis Markers,2023,0,2023,,9155944,0,0,pubmed,False,True,theme_08,theme_08,0.07,C,
37138216,10.1186/s12871-023-02111-2,PMC10155436,Functional modular networks identify the pivotal genes associated with morphine addiction and potential drug therapies.,Jiang,Xie,BMC anesthesiology,BMC Anesthesiol,2023,5,23,1,151,0,0,pubmed,False,True,theme_11,theme_11,0.07,C,
33029490,10.1155/2020/1807089,PMC7532994,"Aberrant Methylation and Differential Expression of SLC2A1, TNS4, GAPDH, ATP8A2, and CASZ1 Are Associated with the Prognosis of Lung Adenocarcinoma.",Wang,Hu,BioMed research international,Biomed Res Int,2020,0,2020,,1807089,0,0,pubmed,False,True,theme_01; theme_08,theme_01,0.06,C,
33204298,10.1155/2020/2953598,PMC7657690,"miR-139-5p Inhibits Lung Adenocarcinoma Cell Proliferation, Migration, and Invasion by Targeting MAD2L1.",Li,Gong,Computational and mathematical methods in medicine,Comput Math Methods Med,2020,0,2020,,2953598,0,0,pubmed,False,True,theme_01,theme_01,0.06,C,
34306176,10.1155/2021/6248793,PMC8282403,miR-223-5p Suppresses OTX1 to Mediate Malignant Progression of Lung Squamous Cell Carcinoma Cells.,Lu,Lu,Computational and mathematical methods in medicine,Comput Math Methods Med,2021,0,2021,,6248793,0,0,pubmed,False,True,theme_01,theme_01,0.06,C,
34603481,10.1155/2021/1522250,PMC8481040,Correlation between LRP1B Mutations and Tumor Mutation Burden in Gastric Cancer.,Hu,Hou,Computational and mathematical methods in medicine,Comput Math Methods Med,2021,0,2021,,1522250,0,0,pubmed,False,True,theme_01,theme_01,0.06,C,
34659450,10.1155/2021/9059116,PMC8519687,Identification of Novel Biomarkers Related to Lung Squamous Cell Carcinoma Using Integrated Bioinformatics Analysis.,Wang,Wang,Computational and mathematical methods in medicine,Comput Math Methods Med,2021,0,2021,,9059116,0,0,pubmed,False,True,theme_01; theme_03,theme_01,0.06,C,
35941968,10.1155/2022/7848771,PMC9356880,PLK1 Is a Potential Prognostic Factor Associated with the Tumor Microenvironment in Lung Adenocarcinoma.,Wang,Li,BioMed research international,Biomed Res Int,2022,0,2022,,7848771,0,0,pubmed,False,True,theme_01,theme_01,0.06,C,
29424924,10.26355/eurrev_201801_14192,,"HuR, TTP, and miR-133b expression in NSCLC and their association with prognosis.",Qian,Zhao,European review for medical and pharmacological sciences,Eur Rev Med Pharmacol Sci,2018,1,22,2,430-442,0,0,pubmed,False,True,theme_05,theme_05,0.06,C,
34840703,10.1155/2021/7773163,PMC8626173,Percutaneous Microwave Coagulation Therapy: A Promising Therapeutic Method for Breaking the Barrier of the Intertumor Heterogeneity.,Guo,Zhou,Journal of healthcare engineering,J Healthc Eng,2021,0,2021,,7773163,0,0,pubmed,False,True,theme_12,theme_12,0.06,C,
31286874,10.1186/s12885-019-5880-1,PMC6613270,RNF43 ubiquitinates and degrades phosphorylated E-cadherin by c-Src to facilitate epithelial-mesenchymal transition in lung adenocarcinoma.,Zhang,Zhao,BMC cancer,BMC Cancer,2019,7,19,1,670,0,0,pubmed,False,True,theme_01,theme_01,0.05,C,
24655788,10.1186/1471-2407-14-218,PMC3994330,Up-regulated miR-199a-5p in gastric cancer functions as an oncogene and targets klotho.,He,Tao,BMC cancer,BMC Cancer,2014,3,14,,218,0,0,pubmed,False,True,theme_04,theme_04,0.05,C,
35202419,10.1371/journal.pone.0264093,PMC8872391,Wasp venom peptide improves the proapoptotic activity of alendronate sodium in A549 lung cancer cells.,Alhakamy,Mahdi,PloS one,PLoS One,2022,0,17,2,e0264093,0,0,pubmed,False,True,theme_04,theme_04,0.05,C,
34144454,10.1016/j.biopha.2021.111809,,Bioactive compounds and their libraries: An insight into prospective phytotherapeutics approach for oral mucocutaneous cancers.,Adeola,Bhardwaj,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,Biomed Pharmacother,2021,9,141,,111809,0,0,pubmed,False,True,theme_10,theme_10,0.05,C,
32215178,10.1155/2020/7370157,PMC7079220,Elevated Glutathione Peroxidase 2 Expression Promotes Cisplatin Resistance in Lung Adenocarcinoma.,Du,Zhang,Oxidative medicine and cellular longevity,Oxid Med Cell Longev,2020,0,2020,,7370157,0,0,pubmed,False,True,theme_01,theme_01,0.04,C,
32401659,10.1080/15384101.2020.1757936,PMC7469438,STAT1-induced upregulation of lncRNA LINC01123 predicts poor prognosis and promotes the progression of endometrial cancer through miR-516b/KIF4A.,Yang,Zhang,"Cell cycle (Georgetown, Tex.)",Cell Cycle,2020,6,19,12,1502-1516,0,0,pubmed,False,True,theme_01,theme_01,0.04,C,
33342041,10.1111/jcmm.16185,PMC7812289,LBX2-AS1 promotes ovarian cancer progression by facilitating E2F2 gene expression via miR-455-5p and miR-491-5p sponging.,Cao,Han,Journal of cellular and molecular medicine,J Cell Mol Med,2021,1,25,2,1178-1189,0,0,pubmed,False,True,theme_01,theme_01,0.04,C,
34306175,10.1155/2021/6241469,PMC8279846,"miR-30a-5p Regulates Viability, Migration, and Invasion of Lung Adenocarcinoma Cells via Targeting ECT2.",Chen,Chen,Computational and mathematical methods in medicine,Comput Math Methods Med,2021,0,2021,,6241469,0,0,pubmed,False,True,theme_01,theme_01,0.04,C,
34663343,10.1186/s12935-021-02253-8,PMC8524958,LncRNA LINC00337 sponges mir-1285-3p to promote proliferation and metastasis of lung adenocarcinoma cells by upregulating YTHDF1.,Zhang,Gao,Cancer cell international,Cancer Cell Int,2021,10,21,1,550,0,0,pubmed,False,True,theme_01,theme_01,0.04,C,
